Product Name,Brand,Calories (kcal),Proteins (g),Fat (g),Sugar (g),Salt (g),Carbohydrates (g),Code,Ingredients Text,Serving Suggestions
instant noodles,Noodlicious,471.0,7.9,20.2,1.6,3.42,64.0,0841165156870,"Noodles Instantanei: farina di FRUMENTO, olio di palma, esaltatore di sapidità (E508) sale, stabilizzante (E451), correttori di acidità (E500, E501), addensante (E466), colorante (E101) Polvere di condimento: sale, zucchero, esaltatori di sapidità (E621, E635), polvere di funghi, proteina di SOLA idrolizzata (salsa di SOIA, sale, maltodestrine, amido di mais), salsa di SOIA in polvere (SOIA, sale, zucchero, esaltatori di sapidità (E621, E635)), estratto di lievito, spezie (aglio in polvere, cipolla in polvere, pepe bianco in polvere, cipolla verde, SEDANO in polvere, citronella), amido di mais, aroma di verdure artificiale, colorante (E160c). Può contenere tracce di ARACHIDI e LATTE.",N/A
Instant soup with chicken flavor,REEVA,413.0,7.5,18.9,1.6,5.5,51.7,4820179256918,",quot,noodles (91,1%): high quality wheat flour, vegetable oil (palm oil, sunflower oil (rich oleic) in variable proportions), drinking water, food salt, acidity regulators: e501і, e330, stabilizers: e452і,  e451і, coloring: e160a(і),   soup base (6,7%): added salts, taste and aroma enhancers: e621, e631, e627, maltodextrin, sugar, dried tomato powder (0,2%), flavors, dried onion powder (0,1%), dried parsley (  0,07%),  potato starch, ground red pepper, vegetable oil (palm oil, sunflower oil (rich oleic) in variable proportions), coloring: e101і,   seasoned oil (2,2%): refined sunflower oil, aroma, antioxidant: е306,  the product may contain small amounts of celery, eggs and milk,,quot,",N/A
Thai Green Chicken Noodles Soup,Yorkshire Provender,56.0,2.8,2.7,1.4,0.0015,4.4,5056053308667,"Water, vegetables (35%) (potato, onion, butternut squash, carrot, mixed peppers, spinach), chicken (5%), creamed coconut, rice noodles (2%) (rice flour, water), Thai green curry paste (water, salt, rapeseed oil, onion juice concentrate, spinach powder, garlic powder, lime juice from concentrate, jalapeño powder, cumin, ginger, lemongrass, coriander, galangal, turmeric, black pepper], ginger purée, vegetable bouillon [salt, potato starch, dried vegetables of which Carbohy Fibre Salt celeriac (celery), onion, garlic, tomato), spices (celery, turmeric, black pepper, mace, nutmeg), herbs (lovage, parsley)], fresh Yorkshire Protein coriander, lime juice, lemongrass, garlic purée, red chilli, ground coriander, lime leaves, ground cumin, salt. Subject to seasonal availability approx. May to October. We take great care to remove all bones; occasionally some may remain. Let's heat: Shake well before heating. Microwave: Remove lid and replace lightly: 900W 5 1/2 mins stirring halfway through. Allow to stand for 1 minute. Careful, it's hot! Hob: Heat for 6 mins over a moderate heat or until piping hot, stirring frequently. Stay delicious: Keep refrigerated. Once opened eat within 2 days. Suitable for freezing. Use within 1 month, defrost thoroughly before heating and use the same day. Use by: see lid. www.yorkshireprovender.co.uk O Yorkshire Provender, Templar House, 4225 Park Approach, Thorpe Park, Leeds, LS15 8GB, UK. Hain Celestial Ireland, Em Court, Boreenmanna Road, Cork, T12 HHW2, Ireland. (as sold) Energy Fat Pot contains *Contains natural 5600 CPOT POTA www. 5056055",N/A
"Nissin, top ramen, ramen noodle soup, chicken","Nissin,  Nissin Foods (Usa) Co.  Inc.",447.0,10.6,16.5,0.0,2.32,62.4,0070662010037,"enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), palm oil, salt, contains less than 2% of autolyzed yeast extract, calcium silicate, citric acid, disodium guanylate, disodium inosinate, dried leek flake, garlic powder, hydrolyzed corn protein, hydrolyzed soy protein, maltodextrin, monosodium glutamate, natural and artificial flavor, onion powder, potassium carbonate, powdered chicken, rendered chicken fat, sodium alginate, sodium carbonate, sodium tripolyphosphate, soybean, spice and color, sugar, tbhq (preservative), wheat,",N/A
Nouilles Japonaises saveurs légumes et sauce soja,"Tanoshi, Tanoshi japon",83.0,1.6,4.0,0.6,0.67,10.0,3229820786711,"Nouilles 58g: farine de blé 68%, huile de tournesol, sel, poudres à lever : carbonates de sodium, carbonates de potassium. Assaisonnement saveur légumes et sauce soja 7g : sel, sucre, sauce soja1,4% (fèves de soja, blé, maltodextrine de maïs, sel), champignons noirs 1,3%, arômes, carottes 0,9%, maltodextrine de maïs, extrait de levure, oignons 0,3%, oignons verts 0,2%, ail 0,1%, sucre caramélisé, exhausteur goût : 5'-ribonucleotide disodique, chili, huile de colza, curcuma en poudre. Pourcentages exprimés sur l'ensemble du produit fini. Peut contenir des traces de céleri, crustacés, lait, moutarde. Fabriqué en Lituanie. 3 229820",N/A
Soba Chilli Noodles,Nissin,,,,,,,5997523315535,"Noodles 71,7% [WHEAT flour, palm oil, salt, flavour enhancer (E621), acidity regulators (sodium carbonate, citric acid), stabiliser (E451), antioxidants (E306), (sugar, water, dextrose, rapeseed oil, flavour enhancers (E621, E635) vinegar, soy sauce (water, SOYBEAN, salt, WHEAT), molasses, colour (E150c), salt, spices, hydrolysed maize protein, tomato powder, flavourings, acidity regulator (citric acid), chilli powder (0.5%), cabbage, red bell pepper. May also contain traces of celery, crustaceans, fish, milk, molluscs, mustard and sesame",N/A
Thick Udon Noodles,By Sainsbury's,127.0,4.6,0.6,0.5,0.0875,25.0,00159340,"Water, Wheat Flour (28%), Modified Tapioca Starch, Salt, Acidity Regulator:Lactic Acid.",N/A
Egg Noodles,Nature's pick,152.0,5.05,1.47,0.245,0.049,28.4,4088600104751,"cooked noodles (99%) [water, wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), pasteurised free range egg (1%), salt, ground turmeric], rapeseed oil,",N/A
Soba Chili mit Yakisoba-Sauce,"Cup Noodles, Nissin, Nissin Cup Noodles",208.0,5.5,7.9,5.7,1.2,27.3,5997523313135,"Nudeln 71,7% (_Weizenmehl_, Palmöl, Kochsalz, Geschmacksverstärker (E621), Säureregulatoren (Natriumcarbonat, Citronensäure), Stabilisator (E451), Antioxidationsmittel (E306)), Würzsauce 20,7% (Zucker, Wasser, Dextrose, Rapsöl, Geschmacksverstärker (E621, E635), Branntweinessig, Sojasauce (Wasser, _Sojabohnen_, Kochsalz, _Weizen_), Melasse, Farbstoff (E150c), Kochsalz, Gewürze, hydrolysiertes Maisprotein, Tomatenpulver, Aromen, Säureregulator (Citronensäure), Chilipulver 0,5%)), Kohl, rote Paprika.",N/A
Katsu rice noodles,Itsu,100.0,2.07,0.751,2.06,,22.1,5060262485262,"rice noodles (63%): rice (85%) modified tapioca starch, sugar, salt, stabiliser guar gum. broth paste (36%): soybean paste (water, soya beans, rice, salt, sugar seasoned bonito extract (bonito extract fish water, tamari soy sauce (soya beans, sal alcohol), rice bran oil, alcohol, yeast extract powder, curry powder (contains mustard spice mix, salt, paprika powder, garlic powder ginger powder, coriander. dried vegetable sachet: spring onion allergy advice: for allergens see ingredients in bold. may contain traces of sesame. lowi 63ge (313g when prepared",N/A
Egg Noodles,Tesco,123.0,4.0,1.2,1.2,0.0517,22.7,03264690,"Water, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised Egg, Rapeseed Oil, Salt, Firming Agents (Potassium Carbonate, Sodium Carbonate), Acidity Regulator (Citric Acid), Colour (Beta-Carotene).",N/A
Straight To Wok Medium Noodles,Tesco,147.0,5.5,1.7,0.0,0.3,26.3,5052910433244,"Wheat Flour, Water, Canola Oil, Acidity Regulators (Lactic Acid, Sodium Phosphate), Salt, Antioxidant (Alpha-Tocopherol). Allergy Advice For allergens, including cereals containing gluten, see ingredients in bold.",N/A
Egg noodles,Sainsbury's,140.0,3.7,2.3,1.2,0.0975,25.7,01730258,"Cooked Egg Noodles (Water, Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised Whole Egg, Salt, Firming Agents: Potassium Carbonate, Sodium Carbonate; Colour: Beta-carotene; Acidity Regulator: Citric Acid), Rapeseed Oil.",N/A
Soba Instant Nudeln,Nissin,198.0,4.2,8.5,2.8,1.2,24.8,5997523324278,"noodles 82,8% [wheat flour, palm oil, salt, flour processing agents (e500, e451), e501 stabilizer, e412 thickener, antioxidant e306], seasoning sauce 16,4% [sugar, water, rapeseed oil, soja sauce (water, soybeans, salt, wheat), taste enhancers (e621,e635), e150c dye, dextrose, molasses, vinegar, salt, spices, hydrolyzed vegetable proteins, tomato powder, acidic corrector green onion,",N/A
Shin Cup Gourmet Spicy Noodle Soup,Nongshim,436.0,7.6,14.0,4.8,4.82,70.0,8801043031011,"noodles: wheat flour(64,4%),potato starch,palm oil,salt,sachet: salt,flavour enhancer(e621),spices,tapioca starch,sugar,soy sauce powder,soybean paste powder,flavour enhancer (e627,e631),vegetables: dried green onion,dried mushroom,dried carrot,freeze dried red pepper,",N/A
Noodles sabor pollo,Hacendado,94.0,2.0,4.1,1.4,0.8,11.0,8480000224538,"Fideos instantáneos 80% (harina de _trigo_ (con carbonato cálcico), aceite de palma, sal, almidón modificado, azúcar, gasificantes (carbonatos de sodio, carbonatos de potasio), extracto de cúrcuma), caldo 20% (zanahorias, maltodextrina, harina de _trigo_, maíz, grasas de palma, potenciadores del aroma y del sabor (E621, E635), sal, azúcar, carne de pollo en polvo, cebollino, cebollas fritas en polvo (cebollas deshidratadas, aceite de girasol), aromas, extracto de levadura, salsa de _soja_ fermentada (_soja_, _trigo_, maltodextrina, sal), sofrito (cebolla, zanahoria, _apio_, aceite de girasol, azúcar, almidón de maíz, sal, puré de ajo, antioxidantes (E392, E306, E300), pimienta negra), azúcar caramelizado, pimienta blanca, chile, jengibre, extracto de cúrcuma),",N/A
Udon Noodles,Taste of,107.0,3.0,0.3,0.0,0.07,22.0,4056489758624,"flour, water, modified tapioca starch, acidity regulator: lactic acid; salt.",N/A
Shin ramen,Nongshim,425.0,7.5,13.3,2.5,4.1,69.2,0031146150601,"Noodles: WHEAT FLOUR, STARCHES (POTATO, WHEAT), VEGETABLE OIL contains antioxidant (307B)), SALT, MINERAL SALTS (501, 500, 452, 339), EMULSIFIER (322, (SOY)), SOY SAUCE, green tea extract. 

Soup Powder: HYDROLYSED VEGETABLE PROTEIN (SOY, CORN) SALT MALTODEXTRIN, YEAST EXTRACT, SOY SAUCE, spices, SUGAR, FRUCTOSE, SWEETENER (420), FLAVOUR ENHANCERS 627, 621, 631), SOYBEAN, WHEAT FLOUR, VEGETABLES OILS CONTAIN SOY), THICKENER (414), CORN FLOUR, GLUCOSE, vegetables, EMULSIFIER (322, SO).

Flakes: Dried Vegetables, SOYBEAN, SOY SAUCE, WHEAT GLUTEN, YEAST EXTRACT, SUGAR, salt, cocoa, CORN STARCH, VEGETABLE OIL (SOY).

ALLERGY INFORMATION: Contains WHEAT and SOY. Produced in a facility that also processes product that contains EGG, PEANUTS, MILK and TREE NUTS.",N/A
Fine Egg Noodles,Tesco,107.0,3.72,0.601,0.219,0.161,21.2,5052909539292,"Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin]. Pasteurised Egg (4.5%). Salt, Colour (Beta-Carotene). Firming Agents (Potassium Carbonate, Sodium Carbonate). Acidity Regulator (Citric Acid).",N/A
Original Curry Flavour Noodles,Pot Noodle,136.0,2.59,5.25,1.9,0.459,19.0,5000118203480,"noodle mix 96% [dried noodles 64% ( wheat  flour, palm oil, salt, firming agents (potassium carbonate, sodium carbonates)), maltodextrin,  wheat  flour, sugar, glucose syrup, carrots, peas 1%, acidity regulator (sodium acetates), onion powder, palm fat, flavour enhancer (monosodium glutamate), curry powder (cumin, coriander, turmeric, fenugreek seed, bay leaves, cloves, black pepper, cinnamon, chilli, fennel seed), flavourings, salt, yeast extract, potato starch, potassium chloride, garlic powder, cheese powder ( milk )], 
sauce sachet 4% [mango chutney suce (mango puree 88% (mango, sugar, salt, acetic acid, spices), water, spirit vinegar, modified corn starch, chilli powder]",N/A
Indomie Chicken Noodles,Indomie,464.0,9.0,21.0,3.0,4.75,59.0,0089686122015,"Noodles [Wheat Flour, edible vegetable oil (palm), potato starch, salt, emulsifier (mono & diglycerides of fatty acids, propylene glycol, sorbitan monostearate, glycerol), acidity regulator (sodium tripolyphosphate, sodium carbonate, potassium carbonate), thickener (guargum), colouring (riboflavin), antioxidant (TBHQ)], Seasoning Powder [Salt, onion powder, monosodium glutamate, artificial chicken flavour powder, white pepper, palm oil powder, garlic powder, yeast extract, caramel, ginger powder], Chili Powder",N/A
Instant nuddles vegetable,"Kania, Lidl",99.0,2.2,4.3,0.7,0.8,12.2,4056489754541,"91,8% nouilles instantanées frites (farine de blé, huile de palme, sel de cuisine, correcteur d'acidité : carbonates de sodium , stabilisant : triphosphates , antioxydant : extrait riche en tocophérols), 5,9% mélange assaisonné (CH : mélange de condiments) (sel de cuisine, sucre, exhausteurs de goût : glutamate monosodique, guanylate disodique, inosinate disodique , maltodextrine, oignon en poudre, persil, épices (contient céleri), arôme, colorants : caramel ordinaire, extrait de paprika , correcteur d'acidité : acide citrique , sirop de glucose, huile de palme, protéine de lait), 2,3% préparation alimentaire à base d'huile de colza (huile de colza, arômes, colorant : extrait de paprika)",N/A
Maggi,Maggi,384.0,8.14,12.6,1.86,,59.6,8901058000269,"Noodles: Refined wheat flour (Maida), Paim oil, lodized salt, Wheat gluten, Thickeners (508&412), Acidity regulators (501 (i) & 500 (i) and Humectant (451 (i)). Masala *TASTEMAKER®: Mixed spices (25.6%) (Onion powder Coriander powder, Turmerie newder, Red chilli powder, Garlic powder Cumin powder, Aniseed powder, powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten. Contains Wheat & Nut. May Contains Milk, Mustard, Oats And Soy. #Lets toMAGGI",N/A
Nudeln Trofie,Barilla,359.0,13.0,2.0,3.5,0.01,71.0,8076809537711,"Durum wheat semolina, water.",N/A
Chicken noodle soup,Heinz,32.0,1.3,0.3,1.2,0.6,6.1,5000157063441,"Water, Noodles (10%, Water, Durum Wheat Semolina, Egg White), Modified Cornflour, Chicken (2%), Sweetcorn (2%), Onions, Red Peppers, Cornflour, Sugar, Flavourings (contain Celery, Celeriac), Concentrated Poultry Stock (Turkey, Chicken), Salt, Yeast Extract, Herb Extracts, Garlic Salt, Spice Extract, Herb, Colour - Beta-carotene",N/A
Udon japanese style noodles,,137.0,4.4,0.6,0.0,0.3,28.1,5024448562291,"Wheat Flour (45%), Water, Modified Tapioca Starch, Salt, Distilled Vinegar, Acidity Regulator (Lactic Acid).",N/A
Straight To Wok Udon Noodles,Tesco,147.0,5.53,1.2,,,27.3,5052910420923,"Wheat Flour, Water, Tapioca Flour, Canola Oil, Salt, Acidity Regulators (Lactic Acid, Sodium Phosphate), Antioxidant (Alpha-Tocopherol).",N/A
Chicken Noodle Condensed Soup,Campbell's,50.0,2.5,1.67,0.0,1.85,6.67,0051000012517,"chicken stock, enriched egg noodles (wheat flour, eggs, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), chicken meat, contains less than 2% of: salt, chicken fat, water, monosodium glutamate, cornstarch, modified food starch, dehydrated chicken broth, cane sugar, flavoring, beta carotene for color, dehydrated onions, yeast extract, soy protein isolate, sodium phosphate, dehydrated chicken, onion extract, garlic extract,",N/A
Nouilles - Saveur Curry,Apollo,97.0,2.2,3.6,1.4,0.5,14.0,6091091000172,"NOUILLES: Farine de blé (gluten), huile végétale (huile de palme raffinée (BHQTD), sel, correcteurs d'acidité E501, E500, épaississant E466. SACHET D'ASSAISONNEMENT: Sel, sucre, glutamate de monosodium exhausteur de goût E621, poudre de curry (piment, poivre, curcuma), ail, piment, ciboulette, poivre. SACHET DE PIMENT: Poudre de piment.",N/A
soba classic noodles,Nissin,206.0,5.9,8.3,,0.00325,25.8,5997523315511,"noodles 72,3%: wheat flour, palm oil salt, flavour enhancer e621, flour treatment agents (e500,e451), antioxidant e306, acidity regulator, citric acid), seasoning sauce 19,9% (sugar, rapeseed oil, soy sauce (water, soybean, salt, wheat), flavour enhancers (e621, e635, dextrose, molasses, vinegar, salt, spices, hydrolysed vegetable protein, tomato powder, acidiity regulator: citric acid, flavouring], cabbage, chicken meat cube",N/A
Medium Egg Noodles,Waitrose,244.0,8.41,1.43,0.635,0.25,48.4,5000169008393,"FORTIFIED WHEAT FLOUR (wheat flour, calcium carbonate, iron, niacin, thiamin). water, pasteurised free range egg (4%), salt, firming agents potassium carbonate and sodium carbonate, acidity regulator citric acid, colour beta-carotene.",N/A
Cup Noodles Chicken,"Cup Noodles, Nissin",77.0,2.3,3.1,0.7,1.18,9.6,5997523313005,"Nudeln 85,6% [WEIZENMEHL, Palmöl, Kochsalt, Geschmacksverstärker (E621), Mehlbehandlungsmittel (E500, E45) Antioxidationsmittel (E306), Säureregulator (Citronensäure)], Kochsaltz, texturiertes WEIZENEIWEISS, Zubereitung [(WEIZENGLUTEN, Stabilisator (516) Geschmacksverstärker (E621, E627, E631), Maltodextrin, rote Paprika, Hühnerfleischpulver 1,0%, Shiitake-Pilze 0,8%, Frühlingszwiebeln, Aromen (enthält WEIZEN, SOJA, SELLERIE), Knoblauchpulver, hydrolysiertes Maisprten DICH Ingwerpulver 0,3%, Hefeextrakt, Gewürze (Chili, Zwiebeln, schwarzer Prefer SOJASAUCENPULVER (SOJABOHNEN, WEIZEN, Kochsalz, Maltodextrin), Trennmittel E551), Säureregulator (Citronensäure)",N/A
LIDL Vitasiaw Udon Noodles 300g 0.99€ 1kg 3.30€,"Vitasia, LIDL Vitasiaw, Lidl",359.0,11.5,1.2,0.6,0.4,74.3,4056489181286,"99,5% hvedemel, salt.",N/A
Egg noodles,Lidl,198.0,6.83,4.88,0.488,0.0878,30.1,4056489175599,"Cooked Noodles (Water, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], 1% Free Range Egg, Salt, Ground Turmeric), Rapeseed Oil. Allergy Advice For allergens, including Cereals containing Gluten, see ingredients in bold.",N/A
Medium noodles,Asia Specialties,156.0,5.3,1.4,0.6,0.26,29.8,4088600461298,"Water, _Wheat_ Flour, Sunflower Oil, _Wheat Gluten_, Salt, Acidity Regulator (Lactic Acid), Thickener (Guar Gum)",N/A
Buldak HOT Chicken Flavour Ramen,Samyang,427.0,7.0,15.0,5.0,2.95,66.0,8801073116467,"Nudeln (77,4%): Weizenmehl(Gluten), Palmöl, Modifizierte Stärke (Kartoffel, Tapioka), Salz, Emulgatoren (E 422, E 322 [Soja]), Verdickungsmittel (E 412), Säureregulatoren (E 501, E 500, E 339, E 330), Antioxidationsmittel (E 306), Grüntee-Aroma, Farbstoff (E 101)

Flüssige Soße (12,9%): Wasser, Aroma Mit Hühnerfleischgeschmack (Weizen, Gluten, Soja, Sellerie), Sojasauce (Wasser, Sojabohnen, Weizen (Gluten), Salz), Fructose, Geschmacksverstärker (E 635), Knoblauch, Aromen, Säureregulator (E 270), Süßungsmittel (E 960), Zucker, Habanero-Chili-Gewürz (Enthält Trennmittel (E 551), Geschmacksverstärker (E 631, E 627), Farbstoff (E 160c), Sojabohnenöl, Zwiebel, Geschmacksverstärker (E 621), Chili, Rotes Chiliesamenöl, Chili-Pulver, Knoblauch, Verdickungsmittel (E 1420), Chili-Extrakt, Farbstoff (E 160c), Schwarzer Pfeffer Gemahlen, Curry-Gewürz (Enthält Geschmacksverstärker (E 635)), Säureregulator (E 270)

Pulverbrühe (9,7%): Aromen (Soja), Zucker, Salz, Verdickungsmittel (E 1420), Krause Petersilie, Sojabohnenöl, Knoblauchpulver (Enthält Säureregulator (E 330)), Pfeffer-Gewürz (Enthält Säureregulator (E 341))

Allergene: _Weizen, Gluten, Soja, Sellerie_",N/A
Quick cook medium noodles,"Sainsbury's,By sainsbury's",179.0,6.53,2.4,0.533,0.157,32.0,01758979,"Water,
Wheat Flour (46%),
Sunflower Oil,
Salt,
Lactic Acid",N/A
Thai Sweet Chilli Egg Noodles,Naked,90.0,2.6,0.3,2.2,0.81,18.7,5050665023741,"dried egg noodles (71%) [soft wheat, durum wheat semolina, egg, salt, acidity regulator (potassium corbonate)], sugar, potato starch, flavourings, garlic powder, dried spring onion (1.5%), dried red pepper (1.4%), soy sauce powder [soy sauce (water, soya beans, wheat, salt), maltodextrin, salf), onion powder, ground ginger, chilli powder, colour (paprika extract), acid (citric acid), palm oil. allergy advice: for allergens, including cereals confaining gluten, see ingredients in bold nutritic",N/A
Soba Teriyaki Noodles,Nissin,205.0,5.5,8.1,4.1,1.5,26.3,5997523315559,"noodles: wheat flour, palm oil, salt, flavour enhancer (e621), flour treatment agents (e500, e451), antioxidant (e306), acidity regulator (citric acid)
seasoning sauce: soy sauce (water, soybean, salt wheat), sugar, rapeseed oil, dextrose, flavour enhancers (e621, e635), hydrolysed maize protein, salt, spice, colour (plain caramel), chicken meat powder, modified starch, flavourings (contain celery), cabbage, carrot, shiitake mushroom, spring onion,
may contain traces of crustaceans, fish, milk, molluscs, mustard and sesame,",N/A
Cup noodles chiken,nissin,81.0,2.1,3.5,0.8,1.1,9.6,5997523317218,"Nouilles 85,6% P SOUPE DE NOUILLES INSTANTANÉES, SAVEUR [farine de BLÉ, huile de palme, sel de cuisine, exhausteur de goût (E621), agents de traitement de la farine (E500, E451), antioxydant (E306), correcteur d'acidité (acide citrique)], sel de cuisine, sucre, préparation de protéine de BLE texturée 1,6% [GLUTEN DE BLÉ, stabilisant (E516)], exhausteurs de Prot Sel gour (E621, E627, E631), maltodextrine, poivron rouge 1,1%, Vande de poulet en poudre 1,0%, champignon shiitake 0,8%, ignon vert 0,8%, arômes (contient BLE, SOJA, CELERI), ail en poudre, protéine de maïs hydrolysée, gingembre en poudre 0,3%, extrait de levure, épices (piment, oignon, poivre noir), Sauce SOJA en poudre (fèves de SOJA, BLE, sel de cuisine, Maltodextrine), antiagglomérant (E551), correcteur d'acidité ade citrique).
Peut contenir des traces de crustacés poissons, lait, mollusques, moutarde et sésame.",N/A
Rice Ramen Noodles,Lotus Foods,343.0,11.4,4.29,0.0,0.0,65.7,0708953628134,"organic brown rice flour, organic millet flour,",N/A
Folded brown rice noodles,Asia Specialities,131.0,2.8,0.2,0.8,25.57,27.6,4088600168784,"BROWN RICE FLOUR (84%), Water. DIETARY ADVICE: Suitable for vegans. No artificial colours, flavourings or preservatives.",N/A
Buldak Habanero Lime Ramen,"Samyang, ซัมยัง",393.0,9.63,13.3,6.67,2.78,58.5,8801073115514,"Noodle (73.7%): _wheat flour_, modified tapioca starch, refined palm oil, _wheat gluten_, salt, emulsifier (soy lecithin), acidity regulator (potassium carbonate), sodium carbonate, sodium phosphate dibasic)], thickener (guar gum), tocopherols, green tea flavor oil, riboflavin, citric acid.
Soup (25.2%): tomato ketchup (_soy_), water, white sugar, flavour enhancer (monosodium l-glutamate), artificial chicken flavor (_wheat_, _soy_), onion, chili pepper powder (_soy_), artificial chicken flavor powder (_wheat_, _soy_), _soybean oil_, onion powder, tomato powder, soy sauce (_wheat_), yeast powder, chili powder (_wheat_, _soy_), vinegar, garlic, hot sauce powder, decolorized chili extract, colour (paprika extract), black pepper powder, thickener (modified potato starch), jalapeno pepper oil (_soy_), lime flavour, coriander leaf flavour.
Flake (1.1%): dried carrot flake, dried cabbage flake, dried bok choy.",N/A
Macaroni,"Combi o, Combino, Lidl",359.0,12.0,1.9,3.0,0.03,72.0,4056489818410,"Semoule de blé dur,",N/A
Original Curry,King Pot Noodle,137.0,2.6,5.19,1.77,0.48,19.0,5000118203688,"noodles: noodles (51%) [wheat flour, palm fat, salt, firming agents (potassium carbonate, sodium carbonate)], 
sauce and vegetables: water, maltodextrin, vegetables (3,6%) [carrots, peas (1%), onion powder], wheat flour, sugar, glucose syrup, acidity regulator (sodium acetates), palm fat, flavour enhancer (monosodium glutamate), curry powder, flavourings, salt, yeast extract, potassium chloride, garlic powder, cheese powder, 
sachet: mango chutney sauce (1,3%) [mango puree (88%) [mango, sugar, salt, acid (acetic acid), spices], water, spirit vinegar, modified corn starch, chili powder],",N/A
Kurczak Zloty,"Tan-Viet, Vifon",72.0,1.3,3.3,0.5,0.7,9.1,5901882110014,"Noodle (92,8%) [wheat flour, palm fat, tapioca, salt, modified starch, sugar, stabilizers (triphosphates, guar gum); raising agents (potassium carbonates, sodium carbonates); turmeric]; 
seasoning (7,2%) [salt, refined palm oil, flavour enhancers (monosodium glutamate, disodium guanylate, disodium inosinate); sugar, flavourings (_peanuts_, _sesame_), pepper, dried leek (0,82%), red shallot (0,5%), garlic (0,5%), hydrolyzed _soy_ protein, colour: plain caramel; maltodextrin, anti-caking agent: E551; antioxidant: E 306].",N/A
Pâtes Farfalline,Barilla,359.0,12.0,2.0,3.5,0.01,72.0,8076804765591,"Semoule de BLÉ dur, eau. Peut contenir des traces de SOJA et de MOUTARDE.",N/A
Noodles de arroz sabor vegetal,Hacendado,340.0,6.3,1.0,8.4,6.5,75.9,8480000087263,,N/A
Udon Soja & Sésame,Suzi Wan,154.0,5.5,1.0,3.0,1.0,30.0,4002359018817,"Nouille précuites à base de blé (farine de blé (60%), eau, sel, épaississants (amidon de tapioca modifié, alginate de sodium), gluten de blé, correcteur d'acidité (acide lactique)), sucre, sauce soja en poudre (graines de soja, blé, sel) graines de sésame, sucre caramélisé, arôme naturel, ail grillé en poudre, épices.",N/A
Maggi noodles masala,Nestle,386.0,7.86,12.9,1.43,2.57,60.0,8901058000306,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Acidity regulators (501(i) & 500 (i)) and Humectant (451 (i)).

Masala *TASTEMAKER®: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, Vodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten. Contains Wheat & Nut.

May contains Milk, Mustard, Oats And Soy.",N/A
Crystal noodles sesame glaze,Itsu,120.0,1.6,3.9,0.5,0.835,19.0,5060960661562,"Crystal noodles (52%) (pea starch, water, mung bean starch), broth paste (47%) (soy sauce [water, soya stock (maltodextrin, natural flavouring, yeast extract, salt, beans, wheat, salt, alcohol, tahini paste (sesame) (20%), dried onion], sesame oil (11%), mirin [fermented rice, water, maltose, alcohol, yeast extract, sugar, rapeseed oil, ginger puree, chilli puree, paprika, garlic puree, black sugar, pepper), leek. Allergy advice: for allergens, including cereals containing gluten,",N/A
,Gallina Blanca,224.0,4.7,10.0,3.7,1.2,28.0,8410300352280,"oriental noodles (79%): wheat flour, palm oil, modified starch, salt, yeasts (sodium carbonate, potassium carbonate),

liquid sauce (17%): soy sauce 7,6% (water, soy, wheat, salt), sunflower oil, sugar, flavor enhancers (e621, e635, flavors (contain milk) apple cider vinegar powder (maltodextrin apple cider vinegar), soy sauce 0,45% powder (soy, wheat, maltodextrin, salt), garlic powder, ginger, yeast extract,

dehydrated filling (4%): vegetables 3,3 % (carrot, cabbage, leek) and chicken 0,7 %,",N/A
The Original Chicken Flavour,Koka,81.0,1.86,3.42,0.557,0.608,10.4,8888056603862,"Massa: farinha de trigo, oleo de palma, sal. 
Tempero: sal, aroma artificial a frango (contemn trigo, soja), intensificador de sabor (E621), açúcar, proteína de soja hidrolisada, cebolinho, especiarias.",N/A
Nouilles asiatiques,Chao'An,352.0,11.0,1.2,0.0,0.0,75.0,3580282816355,"farine de blé 89 % eau, sel. Contient du _gluten_",N/A
Rice noodles,Asda,141.0,2.7,1.4,0.5,0.03,29.0,5054070716465,"Rice Flour (89%), Water.",N/A
